file	title	author	source_url	licence_id	licence_url
orange-tabby.jpg	Orange tabby cat-932269	Leroy_Skalstad	https://commons.wikimedia.org/wiki/File:Orange_tabby_cat-932269.jpg	CC0-1.0	https://creativecommons.org/publicdomain/zero/1.0/
blue-eyed-tabby.jpg	Tabby cat with blue eyes-3336579	AdinaVoicu	https://commons.wikimedia.org/wiki/File:Tabby_cat_with_blue_eyes-3336579.jpg	CC0-1.0	https://creativecommons.org/publicdomain/zero/1.0/
long-haired-cat.jpg	Long haired domestic cat	Pinkbow12	https://commons.wikimedia.org/wiki/File:Long_haired_domestic_cat.jpg	CC0-1.0	https://creativecommons.org/publicdomain/zero/1.0/
tabby-kitten.jpg	Domestic tabby shorthair kitten	NortheasternEditor	https://commons.wikimedia.org/wiki/File:Domestic_tabby_shorthair_kitten.jpg	CC0-1.0	https://creativecommons.org/publicdomain/zero/1.0/
mother-and-three-kittens.jpg	Domestic cat sleeping with three kittens resting LCCN2012645539	Brodtmann, Joseph, 1787-1862, lithographer; Mind, Gottfried, 1768-1814, artist	https://commons.wikimedia.org/wiki/File:Domestic_cat_sleeping_with_three_kittens_resting_LCCN2012645539.jpg	public-domain	https://commons.wikimedia.org/wiki/File:Domestic_cat_sleeping_with_three_kittens_resting_LCCN2012645539.jpg#Licensing
tokugawa-cat.jpg	Photograph of pet cat taken by Tokugawa Yoshinobu	徳川慶喜	https://commons.wikimedia.org/wiki/File:Photograph_of_pet_cat_taken_by_Tokugawa_Yoshinobu.jpg	public-domain	https://commons.wikimedia.org/wiki/File:Photograph_of_pet_cat_taken_by_Tokugawa_Yoshinobu.jpg#Licensing
